Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area
Property 2227,A nice property,49 Lac,4919074,Lucknow,2033 sqft,Resale,18,Under Construction,Semi-Furnished,South,Park,Society 27,1.0,1.0,,Freehold,5348 sqft,NA,NA
Property 2228,A nice property,1.2 Cr,12139589,Bangalore,3935 sqft,Ready,15,Under Construction,Semi-Furnished,East,Main Road,Society 44,3.0,,0.0,Leasehold,2377 sqft,NA,NA
Property 2229,A nice property,64 Lac,6443802,Lucknow,4747 sqft,Under Construction,16,Ready to Move,Semi-Furnished,East,Park,Society 12,3.0,3.0,1.0,Freehold,4037 sqft,NA,4574 sqft
Property 2230,A nice property,2.0 Cr,19841475,Delhi,1472 sqft,Ready,13,Under Construction,Furnished,North,Park,Society 14,5.0,2.0,,Freehold,2745 sqft,NA,659 sqft
Property 2231,A nice property,49 Lac,4905740,Nagpur,1192 sqft,Ready,Ground,Under Construction,Semi-Furnished,West,Main Road,Society 15,3.0,3.0,1.0,Leasehold,3335 sqft,NA,2345 sqft
Property 2232,A nice property,67 Lac,6767913,Chandigarh,4721 sqft,Ready,7,Ready to Move,Semi-Furnished,West,Main Road,Society 34,3.0,3.0,,Freehold,4264 sqft,NA,1130 sqft
Property 2233,A nice property,38 Lac,3837471,Jaipur,3010 sqft,Ready,23,Ready to Move,Furnished,North,Park,Society 34,2.0,0.0,1.0,Freehold,5020 sqft,NA,722 sqft
Property 2234,A nice property,69 Lac,6910873,Visakhapatnam,3385 sqft,Resale,13,Ready to Move,Semi-Furnished,West,Park,Society 20,1.0,0.0,2.0,Leasehold,1201 sqft,NA,NA
Property 2235,A nice property,75 Lac,7550692,Kolkata,1558 sqft,Resale,25,Ready to Move,Semi-Furnished,West,Main Road,Society 6,5.0,0.0,0.0,Leasehold,4978 sqft,NA,NA
Property 2236,A nice property,33 Lac,3315133,Kolkata,4804 sqft,Under Construction,6,Under Construction,Semi-Furnished,North,Main Road,Society 42,4.0,3.0,1.0,Leasehold,4785 sqft,NA,3643 sqft
Property 2237,A nice property,32 Lac,3205031,Vadodara,2711 sqft,Under Construction,24,Ready to Move,Unfurnished,South,Main Road,NA,2.0,,2.0,Freehold,4328 sqft,NA,3238 sqft
Property 2238,A nice property,41 Lac,4167299,Jaipur,2649 sqft,Resale,15,Under Construction,Furnished,East,Park,NA,,1.0,2.0,Leasehold,5742 sqft,NA,NA
Property 2239,A nice property,41 Lac,4148637,Vadodara,4227 sqft,Under Construction,24,Under Construction,Furnished,North,Park,Society 16,4.0,3.0,0.0,Leasehold,5852 sqft,NA,2637 sqft
Property 2240,A nice property,46 Lac,4674444,Jaipur,3689 sqft,Resale,11,Ready to Move,Unfurnished,North,Main Road,Society 24,3.0,,3.0,Freehold,2738 sqft,NA,2094 sqft
Property 2241,A nice property,94 Lac,9471379,Pune,4561 sqft,Resale,20,Under Construction,Semi-Furnished,West,Main Road,NA,3.0,,2.0,Leasehold,3029 sqft,NA,3966 sqft
Property 2242,A nice property,1.1 Cr,11317039,Hyderabad,2592 sqft,Under Construction,7,Under Construction,Semi-Furnished,West,Park,Society 36,2.0,0.0,3.0,Freehold,4691 sqft,NA,4404 sqft
Property 2243,A nice property,48 Lac,4841376,Ludhiana,3382 sqft,Under Construction,12,Under Construction,Semi-Furnished,South,NA,NA,2.0,3.0,0.0,Freehold,1887 sqft,NA,4693 sqft
Property 2244,A nice property,35 Lac,3532912,Ghaziabad,4358 sqft,Resale,Ground,Under Construction,Furnished,North,Main Road,Society 7,4.0,2.0,1.0,Leasehold,3114 sqft,NA,2700 sqft
Property 2245,A nice property,37 Lac,3779455,Ahmedabad,4374 sqft,Resale,Ground,Under Construction,Unfurnished,East,Main Road,Society 9,5.0,3.0,2.0,Leasehold,2834 sqft,NA,1196 sqft
Property 2246,A nice property,35 Lac,3522512,Ahmedabad,824 sqft,Resale,2,Ready to Move,Furnished,North,NA,Society 50,5.0,,1.0,Leasehold,1470 sqft,NA,4928 sqft
Property 2247,A nice property,81 Lac,8133543,Bangalore,4548 sqft,Resale,Ground,Under Construction,Furnished,West,Main Road,Society 25,5.0,3.0,1.0,Freehold,4176 sqft,NA,NA
Property 2248,A nice property,28 Lac,2804606,Kochi,1552 sqft,Resale,14,Under Construction,Furnished,East,Park,Society 39,4.0,3.0,2.0,Leasehold,4499 sqft,NA,NA
Property 2249,A nice property,45 Lac,4547680,Ahmedabad,2712 sqft,Under Construction,21,Ready to Move,Furnished,West,Park,Society 8,3.0,0.0,2.0,Leasehold,3875 sqft,NA,522 sqft
Property 2250,A nice property,64 Lac,6496991,Ahmedabad,1153 sqft,Under Construction,Ground,Under Construction,Furnished,North,Main Road,Society 19,3.0,3.0,2.0,Freehold,1881 sqft,NA,4725 sqft
Property 2251,A nice property,1.6 Cr,16318558,Bangalore,3734 sqft,Under Construction,13,Under Construction,Furnished,South,Main Road,Society 48,3.0,2.0,2.0,Freehold,1472 sqft,NA,1216 sqft
Property 2252,A nice property,91 Lac,9186523,Hyderabad,2405 sqft,Resale,6,Under Construction,Unfurnished,East,NA,Society 17,2.0,2.0,3.0,Freehold,5097 sqft,NA,2388 sqft
Property 2253,A nice property,43 Lac,4345790,Surat,2483 sqft,Ready,Ground,Ready to Move,Unfurnished,South,Park,NA,1.0,2.0,0.0,Freehold,4720 sqft,NA,4376 sqft
Property 2254,A nice property,27 Lac,2703982,Indore,3186 sqft,Under Construction,6,Ready to Move,Semi-Furnished,West,Main Road,NA,2.0,3.0,3.0,Freehold,3077 sqft,NA,1809 sqft
Property 2255,A nice property,35 Lac,3589940,Visakhapatnam,3978 sqft,Ready,3,Under Construction,Semi-Furnished,West,Park,Society 13,5.0,1.0,0.0,Freehold,2677 sqft,NA,1268 sqft
Property 2256,A nice property,1.4 Cr,14433770,Hyderabad,3492 sqft,Under Construction,12,Under Construction,Furnished,East,Park,Society 16,2.0,3.0,0.0,Leasehold,868 sqft,NA,1863 sqft
Property 2257,A nice property,97 Lac,9768303,Pune,4831 sqft,Ready,25,Under Construction,Furnished,West,Park,Society 40,1.0,2.0,0.0,Leasehold,5756 sqft,NA,4122 sqft
Property 2258,A nice property,1.1 Cr,10865351,Mumbai,4988 sqft,Under Construction,1,Ready to Move,Semi-Furnished,South,Main Road,Society 6,5.0,2.0,1.0,Leasehold,4034 sqft,NA,4311 sqft
Property 2259,A nice property,57 Lac,5751556,Vadodara,679 sqft,Under Construction,1,Under Construction,Furnished,West,Park,Society 44,4.0,0.0,,Leasehold,3043 sqft,NA,NA
Property 2260,A nice property,53 Lac,5372441,Chennai,2757 sqft,Under Construction,7,Ready to Move,Furnished,West,Main Road,Society 11,1.0,3.0,1.0,Leasehold,4794 sqft,NA,NA
Property 2261,A nice property,67 Lac,6731248,Surat,2633 sqft,Ready,11,Under Construction,Furnished,East,NA,Society 38,5.0,1.0,0.0,Freehold,3169 sqft,NA,4622 sqft
Property 2262,A nice property,70 Lac,7030620,Visakhapatnam,2953 sqft,Ready,Ground,Under Construction,Semi-Furnished,West,NA,Society 8,4.0,1.0,1.0,Leasehold,1768 sqft,NA,3909 sqft
Property 2263,A nice property,36 Lac,3669962,Visakhapatnam,1361 sqft,Under Construction,13,Ready to Move,Unfurnished,East,NA,Society 7,5.0,,2.0,Freehold,5637 sqft,NA,4677 sqft
Property 2264,A nice property,37 Lac,3749943,Kolkata,3868 sqft,Under Construction,7,Under Construction,Unfurnished,North,Park,Society 27,1.0,1.0,3.0,Freehold,5945 sqft,NA,835 sqft
Property 2265,A nice property,24 Lac,2434489,Lucknow,3401 sqft,Under Construction,4,Under Construction,Unfurnished,East,Main Road,NA,3.0,1.0,0.0,Leasehold,2346 sqft,NA,NA
Property 2266,A nice property,40 Lac,4000416,Indore,1222 sqft,Ready,23,Ready to Move,Unfurnished,East,Main Road,Society 44,5.0,,,Leasehold,1847 sqft,NA,NA
Property 2267,A nice property,66 Lac,6627425,Lucknow,2062 sqft,Resale,22,Ready to Move,Furnished,East,NA,Society 39,3.0,0.0,0.0,Freehold,3901 sqft,NA,1910 sqft
Property 2268,A nice property,73 Lac,7327687,Bangalore,4503 sqft,Ready,21,Under Construction,Semi-Furnished,East,Main Road,NA,2.0,,,Freehold,5027 sqft,NA,913 sqft
Property 2269,A nice property,1.0 Cr,10315549,Delhi,3171 sqft,Resale,25,Under Construction,Semi-Furnished,North,Main Road,Society 22,3.0,0.0,1.0,Freehold,2635 sqft,NA,NA
Property 2270,A nice property,56 Lac,5640251,Ghaziabad,3496 sqft,Resale,11,Under Construction,Semi-Furnished,North,NA,Society 29,1.0,1.0,1.0,Leasehold,3172 sqft,NA,NA
Property 2271,A nice property,68 Lac,6897260,Ahmedabad,2390 sqft,Under Construction,2,Ready to Move,Unfurnished,North,Park,Society 11,4.0,0.0,0.0,Leasehold,4980 sqft,NA,943 sqft
Property 2272,A nice property,47 Lac,4744313,Vadodara,2804 sqft,Ready,Ground,Under Construction,Unfurnished,South,Park,Society 28,4.0,2.0,3.0,Freehold,4656 sqft,NA,4752 sqft
Property 2273,A nice property,1.6 Cr,15852542,Bangalore,2097 sqft,Ready,9,Ready to Move,Unfurnished,South,Park,NA,2.0,2.0,,Freehold,898 sqft,NA,2459 sqft
Property 2274,A nice property,23 Lac,2348900,Chennai,2157 sqft,Resale,4,Under Construction,Semi-Furnished,North,Park,Society 48,2.0,2.0,,Leasehold,5648 sqft,NA,NA
Property 2275,A nice property,60 Lac,6040159,Surat,4687 sqft,Resale,20,Under Construction,Unfurnished,West,Park,NA,1.0,3.0,0.0,Freehold,5929 sqft,NA,4520 sqft
Property 2276,A nice property,21 Lac,2111235,Chennai,2235 sqft,Resale,13,Under Construction,Unfurnished,East,NA,Society 15,4.0,,1.0,Freehold,2111 sqft,NA,1303 sqft
Property 2277,A nice property,1.2 Cr,11859051,Bangalore,2523 sqft,Ready,1,Under Construction,Unfurnished,South,Park,Society 10,,2.0,,Leasehold,5481 sqft,NA,2592 sqft
Property 2278,A nice property,75 Lac,7530588,Bhopal,2582 sqft,Ready,21,Under Construction,Semi-Furnished,West,Main Road,NA,5.0,,2.0,Leasehold,3449 sqft,NA,4397 sqft
Property 2279,A nice property,76 Lac,7652326,Visakhapatnam,2774 sqft,Ready,19,Under Construction,Furnished,North,Main Road,Society 16,1.0,3.0,,Freehold,1553 sqft,NA,781 sqft
Property 2280,A nice property,56 Lac,5652020,Chennai,2293 sqft,Ready,Ground,Ready to Move,Unfurnished,East,NA,Society 5,2.0,2.0,1.0,Leasehold,4145 sqft,NA,NA
Property 2281,A nice property,70 Lac,7014183,Lucknow,2477 sqft,Ready,Ground,Ready to Move,Semi-Furnished,North,Park,Society 29,1.0,1.0,3.0,Freehold,2082 sqft,NA,NA
Property 2282,A nice property,1.2 Cr,12196373,Bangalore,2261 sqft,Under Construction,13,Under Construction,Unfurnished,North,NA,Society 30,2.0,0.0,,Freehold,5288 sqft,NA,3291 sqft
Property 2283,A nice property,1.0 Cr,10186592,Mumbai,2645 sqft,Resale,18,Ready to Move,Semi-Furnished,West,Main Road,Society 31,3.0,2.0,,Freehold,5526 sqft,NA,NA
Property 2284,A nice property,21 Lac,2109211,Lucknow,3516 sqft,Ready,Ground,Ready to Move,Furnished,North,Park,NA,1.0,3.0,1.0,Leasehold,1031 sqft,NA,621 sqft
Property 2285,A nice property,56 Lac,5618693,Ghaziabad,1877 sqft,Under Construction,21,Ready to Move,Furnished,West,Main Road,NA,4.0,3.0,,Freehold,5258 sqft,NA,NA
Property 2286,A nice property,37 Lac,3750435,Ludhiana,1473 sqft,Under Construction,16,Under Construction,Semi-Furnished,North,Park,NA,2.0,3.0,,Leasehold,3257 sqft,NA,NA
Property 2287,A nice property,1.1 Cr,10898833,Hyderabad,1582 sqft,Under Construction,14,Under Construction,Unfurnished,South,NA,Society 29,4.0,3.0,3.0,Freehold,3554 sqft,NA,2913 sqft
Property 2288,A nice property,29 Lac,2939296,Indore,1242 sqft,Ready,9,Ready to Move,Unfurnished,West,Park,Society 29,,3.0,,Freehold,2869 sqft,NA,2752 sqft
Property 2289,A nice property,74 Lac,7459222,Lucknow,4635 sqft,Ready,12,Under Construction,Unfurnished,South,NA,Society 23,2.0,2.0,2.0,Freehold,5010 sqft,NA,NA
Property 2290,A nice property,25 Lac,2534374,Chandigarh,654 sqft,Resale,18,Ready to Move,Unfurnished,West,NA,Society 48,4.0,3.0,2.0,Leasehold,1964 sqft,NA,1519 sqft
Property 2291,A nice property,31 Lac,3175904,Vadodara,946 sqft,Resale,16,Ready to Move,Unfurnished,East,NA,Society 47,3.0,,,Leasehold,3793 sqft,NA,2328 sqft
Property 2292,A nice property,63 Lac,6352813,Kochi,4550 sqft,Ready,13,Ready to Move,Semi-Furnished,South,Park,NA,1.0,0.0,2.0,Leasehold,1845 sqft,NA,NA
Property 2293,A nice property,60 Lac,6065808,Visakhapatnam,3640 sqft,Resale,15,Ready to Move,Furnished,West,Park,Society 4,1.0,2.0,,Leasehold,4288 sqft,NA,NA
Property 2294,A nice property,83 Lac,8386686,Pune,3183 sqft,Under Construction,21,Under Construction,Semi-Furnished,South,Park,Society 21,1.0,1.0,,Leasehold,4605 sqft,NA,4532 sqft
Property 2295,A nice property,23 Lac,2344235,Kochi,4633 sqft,Under Construction,Ground,Under Construction,Unfurnished,North,Park,NA,1.0,2.0,0.0,Freehold,2385 sqft,NA,2217 sqft
Property 2296,A nice property,79 Lac,7913400,Chandigarh,2850 sqft,Ready,12,Ready to Move,Unfurnished,East,NA,Society 12,2.0,2.0,,Freehold,2528 sqft,NA,2336 sqft
Property 2297,A nice property,62 Lac,6215194,Jaipur,4620 sqft,Under Construction,Ground,Under Construction,Semi-Furnished,East,NA,NA,4.0,0.0,2.0,Leasehold,1536 sqft,NA,NA
Property 2298,A nice property,74 Lac,7436887,Kolkata,2098 sqft,Under Construction,8,Under Construction,Unfurnished,East,Park,Society 25,1.0,0.0,3.0,Freehold,2233 sqft,NA,NA
Property 2299,A nice property,58 Lac,5897059,Hyderabad,4787 sqft,Resale,1,Under Construction,Furnished,North,Park,Society 34,4.0,3.0,1.0,Freehold,3465 sqft,NA,NA
Property 2300,A nice property,25 Lac,2535583,Indore,2895 sqft,Ready,11,Ready to Move,Semi-Furnished,West,Park,Society 32,,3.0,1.0,Leasehold,4969 sqft,NA,NA
Property 2301,A nice property,58 Lac,5803207,Chennai,3859 sqft,Resale,Ground,Under Construction,Unfurnished,West,Main Road,Society 3,3.0,3.0,1.0,Freehold,1487 sqft,NA,1897 sqft
Property 2302,A nice property,36 Lac,3600110,Chandigarh,2419 sqft,Under Construction,8,Ready to Move,Unfurnished,North,Park,Society 48,5.0,2.0,2.0,Freehold,1770 sqft,NA,1244 sqft
Property 2303,A nice property,22 Lac,2208620,Jaipur,1650 sqft,Ready,7,Under Construction,Furnished,North,Park,Society 41,4.0,,,Leasehold,5290 sqft,NA,2326 sqft
Property 2304,A nice property,77 Lac,7761596,Chennai,1043 sqft,Ready,12,Ready to Move,Semi-Furnished,North,Main Road,Society 4,3.0,,1.0,Leasehold,4508 sqft,NA,3346 sqft
Property 2305,A nice property,2.1 Cr,20608262,Mumbai,4906 sqft,Under Construction,Ground,Under Construction,Semi-Furnished,East,Main Road,NA,3.0,,2.0,Leasehold,3922 sqft,NA,2405 sqft
Property 2306,A nice property,68 Lac,6847831,Indore,4066 sqft,Under Construction,1,Ready to Move,Furnished,South,Park,Society 26,,2.0,,Leasehold,3996 sqft,NA,1837 sqft
Property 2307,A nice property,70 Lac,7042634,Lucknow,4518 sqft,Ready,Ground,Under Construction,Furnished,East,Main Road,Society 26,2.0,3.0,0.0,Freehold,2526 sqft,NA,NA
Property 2308,A nice property,39 Lac,3922684,Ghaziabad,866 sqft,Under Construction,Ground,Ready to Move,Semi-Furnished,East,Main Road,NA,5.0,1.0,,Leasehold,2878 sqft,NA,3241 sqft
Property 2309,A nice property,64 Lac,6449042,Kolkata,4716 sqft,Under Construction,2,Ready to Move,Semi-Furnished,South,NA,Society 4,2.0,3.0,,Freehold,757 sqft,NA,NA
Property 2310,A nice property,32 Lac,3218574,Chennai,3444 sqft,Ready,10,Ready to Move,Semi-Furnished,North,Main Road,Society 39,1.0,1.0,3.0,Leasehold,2798 sqft,NA,4485 sqft
Property 2311,A nice property,25 Lac,2580907,Ludhiana,3825 sqft,Ready,11,Under Construction,Furnished,East,NA,Society 14,5.0,3.0,0.0,Freehold,1554 sqft,NA,3514 sqft
Property 2312,A nice property,43 Lac,4310181,Bhopal,2031 sqft,Resale,13,Ready to Move,Furnished,West,Park,Society 44,4.0,2.0,,Leasehold,5802 sqft,NA,NA
Property 2313,A nice property,46 Lac,4633770,Surat,4345 sqft,Resale,6,Under Construction,Furnished,West,Park,Society 44,1.0,,3.0,Freehold,4323 sqft,NA,1166 sqft
Property 2314,A nice property,31 Lac,3110112,Kochi,1586 sqft,Resale,Ground,Ready to Move,Furnished,East,NA,Society 41,3.0,3.0,,Leasehold,2766 sqft,NA,4200 sqft
Property 2315,A nice property,65 Lac,6573681,Indore,4845 sqft,Under Construction,4,Ready to Move,Semi-Furnished,West,NA,NA,5.0,,1.0,Freehold,2840 sqft,NA,938 sqft
Property 2316,A nice property,1.2 Cr,12395486,Delhi,4368 sqft,Resale,5,Ready to Move,Furnished,West,Park,Society 10,5.0,3.0,2.0,Leasehold,4530 sqft,NA,856 sqft
Property 2317,A nice property,63 Lac,6357408,Bhopal,3185 sqft,Resale,14,Ready to Move,Furnished,West,Park,Society 28,5.0,0.0,3.0,Leasehold,4184 sqft,NA,1366 sqft
Property 2318,A nice property,1.4 Cr,13781219,Hyderabad,668 sqft,Under Construction,22,Under Construction,Semi-Furnished,West,NA,Society 7,3.0,0.0,0.0,Leasehold,3494 sqft,NA,NA
Property 2319,A nice property,70 Lac,7054111,Chennai,696 sqft,Under Construction,17,Ready to Move,Furnished,North,Park,NA,5.0,0.0,0.0,Freehold,2191 sqft,NA,4244 sqft
Property 2320,A nice property,1.0 Cr,10152566,Pune,2326 sqft,Under Construction,16,Ready to Move,Unfurnished,East,Park,Society 36,5.0,1.0,0.0,Freehold,1757 sqft,NA,NA
Property 2321,A nice property,31 Lac,3132097,Visakhapatnam,3708 sqft,Resale,9,Ready to Move,Furnished,West,NA,Society 29,4.0,1.0,1.0,Leasehold,3185 sqft,NA,4044 sqft
Property 2322,A nice property,62 Lac,6238878,Indore,1425 sqft,Resale,24,Under Construction,Furnished,East,Main Road,NA,3.0,0.0,,Freehold,3984 sqft,NA,3267 sqft
Property 2323,A nice property,68 Lac,6834238,Ahmedabad,3265 sqft,Ready,3,Ready to Move,Furnished,South,NA,NA,2.0,0.0,3.0,Leasehold,5704 sqft,NA,2245 sqft
Property 2324,A nice property,1.6 Cr,15870777,Mumbai,3562 sqft,Resale,10,Ready to Move,Furnished,North,NA,Society 7,,2.0,2.0,Freehold,3985 sqft,NA,1547 sqft
Property 2325,A nice property,20 Lac,2062454,Jaipur,2727 sqft,Resale,12,Under Construction,Furnished,East,Park,Society 18,2.0,3.0,,Leasehold,4927 sqft,NA,2508 sqft
Property 2326,A nice property,73 Lac,7383417,Bhopal,2133 sqft,Under Construction,8,Under Construction,Furnished,East,Park,Society 7,5.0,2.0,2.0,Leasehold,3412 sqft,NA,NA
Property 2327,A nice property,35 Lac,3569454,Ahmedabad,2753 sqft,Under Construction,24,Under Construction,Semi-Furnished,West,Main Road,Society 11,4.0,3.0,0.0,Freehold,1640 sqft,NA,1322 sqft
Property 2328,A nice property,66 Lac,6634667,Chandigarh,2542 sqft,Resale,Ground,Ready to Move,Furnished,East,Main Road,NA,,1.0,1.0,Leasehold,4076 sqft,NA,2718 sqft
Property 2329,A nice property,44 Lac,4406673,Jaipur,2806 sqft,Ready,3,Under Construction,Unfurnished,West,NA,NA,2.0,2.0,,Freehold,5555 sqft,NA,3588 sqft
Property 2330,A nice property,24 Lac,2473183,Indore,4461 sqft,Resale,Ground,Ready to Move,Unfurnished,West,Main Road,Society 36,2.0,3.0,2.0,Freehold,2158 sqft,NA,3172 sqft
Property 2331,A nice property,50 Lac,5025086,Lucknow,3410 sqft,Under Construction,1,Under Construction,Unfurnished,East,NA,NA,2.0,,0.0,Leasehold,1245 sqft,NA,1586 sqft
Property 2332,A nice property,32 Lac,3212223,Ghaziabad,3597 sqft,Ready,15,Under Construction,Semi-Furnished,North,Main Road,Society 12,4.0,,,Leasehold,4604 sqft,NA,NA
Property 2333,A nice property,26 Lac,2626777,Ghaziabad,2106 sqft,Ready,Ground,Under Construction,Semi-Furnished,West,Main Road,NA,3.0,3.0,2.0,Freehold,3736 sqft,NA,4814 sqft
Property 2334,A nice property,2.5 Cr,24859707,Mumbai,4685 sqft,Resale,4,Under Construction,Semi-Furnished,East,Park,Society 13,4.0,2.0,,Freehold,1291 sqft,NA,2601 sqft
Property 2335,A nice property,50 Lac,5012967,Jaipur,4072 sqft,Resale,19,Under Construction,Semi-Furnished,East,Park,Society 5,4.0,1.0,2.0,Leasehold,4479 sqft,NA,2777 sqft
Property 2336,A nice property,23 Lac,2397073,Nagpur,2324 sqft,Ready,17,Under Construction,Furnished,South,Main Road,Society 44,2.0,3.0,2.0,Freehold,1554 sqft,NA,NA
Property 2337,A nice property,46 Lac,4687865,Ahmedabad,4033 sqft,Under Construction,Ground,Under Construction,Semi-Furnished,South,NA,Society 8,5.0,1.0,3.0,Freehold,2727 sqft,NA,3381 sqft
Property 2338,A nice property,1.2 Cr,12431123,Bangalore,3649 sqft,Ready,10,Under Construction,Semi-Furnished,North,Main Road,Society 41,3.0,3.0,1.0,Freehold,3743 sqft,NA,1701 sqft
Property 2339,A nice property,48 Lac,4875555,Hyderabad,3590 sqft,Under Construction,21,Ready to Move,Furnished,West,Park,Society 27,2.0,0.0,3.0,Leasehold,1876 sqft,NA,951 sqft
Property 2340,A nice property,66 Lac,6694542,Chandigarh,3881 sqft,Resale,17,Under Construction,Semi-Furnished,South,Main Road,Society 16,4.0,2.0,2.0,Leasehold,5852 sqft,NA,2553 sqft
Property 2341,A nice property,35 Lac,3592015,Lucknow,2890 sqft,Ready,5,Under Construction,Unfurnished,South,NA,Society 44,2.0,3.0,,Leasehold,5233 sqft,NA,NA
Property 2342,A nice property,28 Lac,2896197,Chennai,4292 sqft,Under Construction,12,Ready to Move,Furnished,East,Park,Society 6,5.0,3.0,0.0,Freehold,3133 sqft,NA,1528 sqft
Property 2343,A nice property,67 Lac,6789527,Bhopal,2073 sqft,Under Construction,15,Ready to Move,Semi-Furnished,East,Main Road,Society 45,4.0,1.0,3.0,Freehold,3384 sqft,NA,4168 sqft
Property 2344,A nice property,28 Lac,2804864,Kochi,1674 sqft,Ready,Ground,Under Construction,Semi-Furnished,West,Park,Society 16,2.0,1.0,2.0,Freehold,2834 sqft,NA,NA
Property 2345,A nice property,32 Lac,3256358,Lucknow,2472 sqft,Under Construction,25,Ready to Move,Unfurnished,West,NA,Society 39,4.0,2.0,2.0,Leasehold,5962 sqft,NA,2606 sqft
Property 2346,A nice property,1.5 Cr,14949010,Hyderabad,1418 sqft,Ready,3,Ready to Move,Unfurnished,South,Park,NA,1.0,3.0,2.0,Freehold,4421 sqft,NA,2653 sqft
Property 2347,A nice property,54 Lac,5425857,Lucknow,2811 sqft,Resale,6,Ready to Move,Furnished,South,Main Road,Society 38,5.0,0.0,0.0,Freehold,938 sqft,NA,NA
Property 2348,A nice property,24 Lac,2447749,Nagpur,2531 sqft,Resale,19,Under Construction,Unfurnished,West,Main Road,Society 42,2.0,1.0,,Leasehold,5829 sqft,NA,2822 sqft
Property 2349,A nice property,42 Lac,4203467,Ludhiana,4140 sqft,Ready,5,Under Construction,Unfurnished,East,Main Road,Society 31,3.0,3.0,,Freehold,3379 sqft,NA,2999 sqft
Property 2350,A nice property,78 Lac,7886237,Ahmedabad,3720 sqft,Resale,4,Ready to Move,Unfurnished,East,NA,NA,3.0,0.0,,Freehold,758 sqft,NA,3474 sqft
Property 2351,A nice property,65 Lac,6582716,Ahmedabad,2206 sqft,Resale,8,Ready to Move,Semi-Furnished,North,Park,NA,3.0,0.0,0.0,Leasehold,5825 sqft,NA,4733 sqft
